Bulan Laporan;ISRC;UPC;Nama Label;Nama Artis;Judul Rilis;Judul Track;Platform;Negara;Kuantias;Pendapatan Bersih
2024-08;IDBIG00024319;3690000000019;BigCsv Label 20;Artist 119;Album X;Track 24319;Spotify;ID;558;3.9405
2024-09;IDBIG00024320;3690000000020;BigCsv Label 21;Artist 120;Album X;Track 24320;Spotify;ID;951;1.1700
2024-10;IDBIG00024321;3690000000021;BigCsv Label 22;Artist 121;Album X;Track 24321;Spotify;ID;1484;3.9823
2024-11;IDBIG00024322;3690000000022;BigCsv Label 23;Artist 122;Album X;Track 24322;Spotify;ID;4912;0.8450
2024-12;IDBIG00024323;3690000000023;BigCsv Label 24;Artist 123;Album X;Track 24323;Spotify;ID;2324;1.0466
2024-01;IDBIG00024324;3690000000024;BigCsv Label 25;Artist 124;Album X;Track 24324;Spotify;ID;2137;1.8388
2024-02;IDBIG00024325;3690000000025;BigCsv Label 26;Artist 125;Album X;Track 24325;Spotify;ID;4047;0.3082
2024-03;IDBIG00024326;3690000000026;BigCsv Label 27;Artist 126;Album X;Track 24326;Spotify;ID;2199;1.4748
2024-04;IDBIG00024327;3690000000027;BigCsv Label 28;Artist 127;Album X;Track 24327;Spotify;ID;838;4.9495
2024-05;IDBIG00024328;3690000000028;BigCsv Label 29;Artist 128;Album X;Track 24328;Spotify;ID;1298;4.4389
2024-06;IDBIG00024329;3690000000029;BigCsv Label 30;Artist 129;Album X;Track 24329;Spotify;ID;1013;0.1715
2024-07;IDBIG00024330;3690000000030;BigCsv Label 31;Artist 130;Album X;Track 24330;Spotify;ID;2538;0.1415
2024-08;IDBIG00024331;3690000000031;BigCsv Label 32;Artist 131;Album X;Track 24331;Spotify;ID;277;1.5383
2024-09;IDBIG00024332;3690000000032;BigCsv Label 33;Artist 132;Album X;Track 24332;Spotify;ID;1718;2.0433
2024-10;IDBIG00024333;3690000000033;BigCsv Label 34;Artist 133;Album X;Track 24333;Spotify;ID;269;2.9147
2024-11;IDBIG00024334;3690000000034;BigCsv Label 35;Artist 134;Album X;Track 24334;Spotify;ID;4142;0.9014
2024-12;IDBIG00024335;3690000000035;BigCsv Label 36;Artist 135;Album X;Track 24335;Spotify;ID;2697;4.9313
2024-01;IDBIG00024336;3690000000036;BigCsv Label 37;Artist 136;Album X;Track 24336;Spotify;ID;4734;4.4815
2024-02;IDBIG00024337;3690000000037;BigCsv Label 38;Artist 137;Album X;Track 24337;Spotify;ID;3942;2.2576
2024-03;IDBIG00024338;3690000000038;BigCsv Label 39;Artist 138;Album X;Track 24338;Spotify;ID;2272;1.4867
2024-04;IDBIG00024339;3690000000039;BigCsv Label 40;Artist 139;Album X;Track 24339;Spotify;ID;4722;0.0298
2024-05;IDBIG00024340;3690000000040;BigCsv Label 41;Artist 140;Album X;Track 24340;Spotify;ID;2716;0.9157
2024-06;IDBIG00024341;3690000000041;BigCsv Label 42;Artist 141;Album X;Track 24341;Spotify;ID;954;2.4165
2024-07;IDBIG00024342;3690000000042;BigCsv Label 43;Artist 142;Album X;Track 24342;Spotify;ID;1296;1.5710
2024-08;IDBIG00024343;3690000000043;BigCsv Label 44;Artist 143;Album X;Track 24343;Spotify;ID;1562;0.9562
2024-09;IDBIG00024344;3690000000044;BigCsv Label 45;Artist 144;Album X;Track 24344;Spotify;ID;2094;0.7923
2024-10;IDBIG00024345;3690000000045;BigCsv Label 46;Artist 145;Album X;Track 24345;Spotify;ID;3886;4.2074
2024-11;IDBIG00024346;3690000000046;BigCsv Label 47;Artist 146;Album X;Track 24346;Spotify;ID;2993;1.4454
2024-12;IDBIG00024347;3690000000047;BigCsv Label 48;Artist 147;Album X;Track 24347;Spotify;ID;234;3.0686
2024-01;IDBIG00024348;3690000000048;BigCsv Label 49;Artist 148;Album X;Track 24348;Spotify;ID;2396;1.4716
2024-02;IDBIG00024349;3690000000049;BigCsv Label 50;Artist 149;Album X;Track 24349;Spotify;ID;2056;3.5291
2024-03;IDBIG00024350;3690000000050;BigCsv Label 1;Artist 150;Album X;Track 24350;Spotify;ID;2629;2.6545
2024-04;IDBIG00024351;3690000000051;BigCsv Label 2;Artist 151;Album X;Track 24351;Spotify;ID;2589;2.2239
2024-05;IDBIG00024352;3690000000052;BigCsv Label 3;Artist 152;Album X;Track 24352;Spotify;ID;3932;1.8860
2024-06;IDBIG00024353;3690000000053;BigCsv Label 4;Artist 153;Album X;Track 24353;Spotify;ID;4211;4.5340
2024-07;IDBIG00024354;3690000000054;BigCsv Label 5;Artist 154;Album X;Track 24354;Spotify;ID;2331;3.1070
2024-08;IDBIG00024355;3690000000055;BigCsv Label 6;Artist 155;Album X;Track 24355;Spotify;ID;1971;0.5482
2024-09;IDBIG00024356;3690000000056;BigCsv Label 7;Artist 156;Album X;Track 24356;Spotify;ID;3650;0.5131
2024-10;IDBIG00024357;3690000000057;BigCsv Label 8;Artist 157;Album X;Track 24357;Spotify;ID;305;2.9137
2024-11;IDBIG00024358;3690000000058;BigCsv Label 9;Artist 158;Album X;Track 24358;Spotify;ID;4292;1.7280
2024-12;IDBIG00024359;3690000000059;BigCsv Label 10;Artist 159;Album X;Track 24359;Spotify;ID;4965;0.9636
2024-01;IDBIG00024360;3690000000060;BigCsv Label 11;Artist 160;Album X;Track 24360;Spotify;ID;2112;1.5156
2024-02;IDBIG00024361;3690000000061;BigCsv Label 12;Artist 161;Album X;Track 24361;Spotify;ID;2141;1.9378
2024-03;IDBIG00024362;3690000000062;BigCsv Label 13;Artist 162;Album X;Track 24362;Spotify;ID;1801;2.8115
2024-04;IDBIG00024363;3690000000063;BigCsv Label 14;Artist 163;Album X;Track 24363;Spotify;ID;4721;0.8604
2024-05;IDBIG00024364;3690000000064;BigCsv Label 15;Artist 164;Album X;Track 24364;Spotify;ID;2389;0.9722
2024-06;IDBIG00024365;3690000000065;BigCsv Label 16;Artist 165;Album X;Track 24365;Spotify;ID;3163;4.8600
2024-07;IDBIG00024366;3690000000066;BigCsv Label 17;Artist 166;Album X;Track 24366;Spotify;ID;688;1.1356
2024-08;IDBIG00024367;3690000000067;BigCsv Label 18;Artist 167;Album X;Track 24367;Spotify;ID;1393;3.1725
2024-09;IDBIG00024368;3690000000068;BigCsv Label 19;Artist 168;Album X;Track 24368;Spotify;ID;1701;1.0920
2024-10;IDBIG00024369;3690000000069;BigCsv Label 20;Artist 169;Album X;Track 24369;Spotify;ID;3671;0.7691
2024-11;IDBIG00024370;3690000000070;BigCsv Label 21;Artist 170;Album X;Track 24370;Spotify;ID;362;3.8893
2024-12;IDBIG00024371;3690000000071;BigCsv Label 22;Artist 171;Album X;Track 24371;Spotify;ID;561;4.8788
2024-01;IDBIG00024372;3690000000072;BigCsv Label 23;Artist 172;Album X;Track 24372;Spotify;ID;2186;0.3891
2024-02;IDBIG00024373;3690000000073;BigCsv Label 24;Artist 173;Album X;Track 24373;Spotify;ID;2264;2.5308
2024-03;IDBIG00024374;3690000000074;BigCsv Label 25;Artist 174;Album X;Track 24374;Spotify;ID;4098;4.2023
2024-04;IDBIG00024375;3690000000075;BigCsv Label 26;Artist 175;Album X;Track 24375;Spotify;ID;2871;0.9058
2024-05;IDBIG00024376;3690000000076;BigCsv Label 27;Artist 176;Album X;Track 24376;Spotify;ID;1203;0.1127
2024-06;IDBIG00024377;3690000000077;BigCsv Label 28;Artist 177;Album X;Track 24377;Spotify;ID;1515;1.7755
2024-07;IDBIG00024378;3690000000078;BigCsv Label 29;Artist 178;Album X;Track 24378;Spotify;ID;1689;0.9074
2024-08;IDBIG00024379;3690000000079;BigCsv Label 30;Artist 179;Album X;Track 24379;Spotify;ID;1598;4.7740
2024-09;IDBIG00024380;3690000000080;BigCsv Label 31;Artist 180;Album X;Track 24380;Spotify;ID;4342;3.0363
2024-10;IDBIG00024381;3690000000081;BigCsv Label 32;Artist 181;Album X;Track 24381;Spotify;ID;642;4.3403
2024-11;IDBIG00024382;3690000000082;BigCsv Label 33;Artist 182;Album X;Track 24382;Spotify;ID;3474;1.6786
2024-12;IDBIG00024383;3690000000083;BigCsv Label 34;Artist 183;Album X;Track 24383;Spotify;ID;4329;4.3536
2024-01;IDBIG00024384;3690000000084;BigCsv Label 35;Artist 184;Album X;Track 24384;Spotify;ID;1399;2.1505
2024-02;IDBIG00024385;3690000000085;BigCsv Label 36;Artist 185;Album X;Track 24385;Spotify;ID;2366;3.2940
2024-03;IDBIG00024386;3690000000086;BigCsv Label 37;Artist 186;Album X;Track 24386;Spotify;ID;3394;3.6580
2024-04;IDBIG00024387;3690000000087;BigCsv Label 38;Artist 187;Album X;Track 24387;Spotify;ID;384;1.5309
2024-05;IDBIG00024388;3690000000088;BigCsv Label 39;Artist 188;Album X;Track 24388;Spotify;ID;409;4.9349
2024-06;IDBIG00024389;3690000000089;BigCsv Label 40;Artist 189;Album X;Track 24389;Spotify;ID;199;1.7136
2024-07;IDBIG00024390;3690000000090;BigCsv Label 41;Artist 190;Album X;Track 24390;Spotify;ID;767;4.5874
2024-08;IDBIG00024391;3690000000091;BigCsv Label 42;Artist 191;Album X;Track 24391;Spotify;ID;4920;0.8438
2024-09;IDBIG00024392;3690000000092;BigCsv Label 43;Artist 192;Album X;Track 24392;Spotify;ID;3969;1.9992
2024-10;IDBIG00024393;3690000000093;BigCsv Label 44;Artist 193;Album X;Track 24393;Spotify;ID;2375;2.2354
2024-11;IDBIG00024394;3690000000094;BigCsv Label 45;Artist 194;Album X;Track 24394;Spotify;ID;4013;4.6140
2024-12;IDBIG00024395;3690000000095;BigCsv Label 46;Artist 195;Album X;Track 24395;Spotify;ID;4576;2.7422
2024-01;IDBIG00024396;3690000000096;BigCsv Label 47;Artist 196;Album X;Track 24396;Spotify;ID;568;1.0718
2024-02;IDBIG00024397;3690000000097;BigCsv Label 48;Artist 197;Album X;Track 24397;Spotify;ID;2221;0.8552
2024-03;IDBIG00024398;3690000000098;BigCsv Label 49;Artist 198;Album X;Track 24398;Spotify;ID;123;3.9537
2024-04;IDBIG00024399;3690000000099;BigCsv Label 50;Artist 199;Album X;Track 24399;Spotify;ID;2766;4.7044
2024-05;IDBIG00024400;3690000000000;BigCsv Label 1;Artist 0;Album X;Track 24400;Spotify;ID;636;1.5215
2024-06;IDBIG00024401;3690000000001;BigCsv Label 2;Artist 1;Album X;Track 24401;Spotify;ID;3146;2.6364
2024-07;IDBIG00024402;3690000000002;BigCsv Label 3;Artist 2;Album X;Track 24402;Spotify;ID;3118;4.8563
2024-08;IDBIG00024403;3690000000003;BigCsv Label 4;Artist 3;Album X;Track 24403;Spotify;ID;4259;2.7476
2024-09;IDBIG00024404;3690000000004;BigCsv Label 5;Artist 4;Album X;Track 24404;Spotify;ID;3106;0.3265
2024-10;IDBIG00024405;3690000000005;BigCsv Label 6;Artist 5;Album X;Track 24405;Spotify;ID;4579;4.3236
2024-11;IDBIG00024406;3690000000006;BigCsv Label 7;Artist 6;Album X;Track 24406;Spotify;ID;2837;2.5862
2024-12;IDBIG00024407;3690000000007;BigCsv Label 8;Artist 7;Album X;Track 24407;Spotify;ID;1196;3.2247
2024-01;IDBIG00024408;3690000000008;BigCsv Label 9;Artist 8;Album X;Track 24408;Spotify;ID;4710;4.1813
2024-02;IDBIG00024409;3690000000009;BigCsv Label 10;Artist 9;Album X;Track 24409;Spotify;ID;2447;2.9388
2024-03;IDBIG00024410;3690000000010;BigCsv Label 11;Artist 10;Album X;Track 24410;Spotify;ID;3083;3.4843
2024-04;IDBIG00024411;3690000000011;BigCsv Label 12;Artist 11;Album X;Track 24411;Spotify;ID;3378;1.2182
2024-05;IDBIG00024412;3690000000012;BigCsv Label 13;Artist 12;Album X;Track 24412;Spotify;ID;1323;4.7461
2024-06;IDBIG00024413;3690000000013;BigCsv Label 14;Artist 13;Album X;Track 24413;Spotify;ID;2115;4.1465
2024-07;IDBIG00024414;3690000000014;BigCsv Label 15;Artist 14;Album X;Track 24414;Spotify;ID;1300;2.7529
2024-08;IDBIG00024415;3690000000015;BigCsv Label 16;Artist 15;Album X;Track 24415;Spotify;ID;2346;1.5600
2024-09;IDBIG00024416;3690000000016;BigCsv Label 17;Artist 16;Album X;Track 24416;Spotify;ID;3027;1.9411
2024-10;IDBIG00024417;3690000000017;BigCsv Label 18;Artist 17;Album X;Track 24417;Spotify;ID;2185;4.1241
2024-11;IDBIG00024418;3690000000018;BigCsv Label 19;Artist 18;Album X;Track 24418;Spotify;ID;1597;0.3033
2024-12;IDBIG00024419;3690000000019;BigCsv Label 20;Artist 19;Album X;Track 24419;Spotify;ID;2671;3.9009
2024-01;IDBIG00024420;3690000000020;BigCsv Label 21;Artist 20;Album X;Track 24420;Spotify;ID;4021;0.1771
2024-02;IDBIG00024421;3690000000021;BigCsv Label 22;Artist 21;Album X;Track 24421;Spotify;ID;2498;2.2312
2024-03;IDBIG00024422;3690000000022;BigCsv Label 23;Artist 22;Album X;Track 24422;Spotify;ID;834;2.8563
2024-04;IDBIG00024423;3690000000023;BigCsv Label 24;Artist 23;Album X;Track 24423;Spotify;ID;323;3.3114
2024-05;IDBIG00024424;3690000000024;BigCsv Label 25;Artist 24;Album X;Track 24424;Spotify;ID;3536;4.5951
2024-06;IDBIG00024425;3690000000025;BigCsv Label 26;Artist 25;Album X;Track 24425;Spotify;ID;4255;4.0625
2024-07;IDBIG00024426;3690000000026;BigCsv Label 27;Artist 26;Album X;Track 24426;Spotify;ID;2661;3.3682
2024-08;IDBIG00024427;3690000000027;BigCsv Label 28;Artist 27;Album X;Track 24427;Spotify;ID;1063;0.3844
2024-09;IDBIG00024428;3690000000028;BigCsv Label 29;Artist 28;Album X;Track 24428;Spotify;ID;2171;2.9904
2024-10;IDBIG00024429;3690000000029;BigCsv Label 30;Artist 29;Album X;Track 24429;Spotify;ID;320;0.0789
2024-11;IDBIG00024430;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 24430;Spotify;ID;4164;2.0703
2024-12;IDBIG00024431;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 24431;Spotify;ID;2138;4.1732
2024-01;IDBIG00024432;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 24432;Spotify;ID;1497;2.0560
2024-02;IDBIG00024433;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 24433;Spotify;ID;2708;1.0290
2024-03;IDBIG00024434;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 24434;Spotify;ID;333;0.2740
2024-04;IDBIG00024435;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 24435;Spotify;ID;504;0.3067
2024-05;IDBIG00024436;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 24436;Spotify;ID;4765;0.8159
2024-06;IDBIG00024437;3690000000037;BigCsv Label 38;Artist 37;Album X;Track 24437;Spotify;ID;1675;0.6500
2024-07;IDBIG00024438;3690000000038;BigCsv Label 39;Artist 38;Album X;Track 24438;Spotify;ID;1182;0.3366
2024-08;IDBIG00024439;3690000000039;BigCsv Label 40;Artist 39;Album X;Track 24439;Spotify;ID;4159;3.6757
2024-09;IDBIG00024440;3690000000040;BigCsv Label 41;Artist 40;Album X;Track 24440;Spotify;ID;129;0.1152
2024-10;IDBIG00024441;3690000000041;BigCsv Label 42;Artist 41;Album X;Track 24441;Spotify;ID;4381;4.6403
2024-11;IDBIG00024442;3690000000042;BigCsv Label 43;Artist 42;Album X;Track 24442;Spotify;ID;2382;3.2455
2024-12;IDBIG00024443;3690000000043;BigCsv Label 44;Artist 43;Album X;Track 24443;Spotify;ID;428;3.7225
2024-01;IDBIG00024444;3690000000044;BigCsv Label 45;Artist 44;Album X;Track 24444;Spotify;ID;3879;0.9015
2024-02;IDBIG00024445;3690000000045;BigCsv Label 46;Artist 45;Album X;Track 24445;Spotify;ID;4507;0.7578
2024-03;IDBIG00024446;3690000000046;BigCsv Label 47;Artist 46;Album X;Track 24446;Spotify;ID;1575;0.6146
2024-04;IDBIG00024447;3690000000047;BigCsv Label 48;Artist 47;Album X;Track 24447;Spotify;ID;4068;3.4197
2024-05;IDBIG00024448;3690000000048;BigCsv Label 49;Artist 48;Album X;Track 24448;Spotify;ID;2810;2.9577
2024-06;IDBIG00024449;3690000000049;BigCsv Label 50;Artist 49;Album X;Track 24449;Spotify;ID;3030;3.2145
2024-07;IDBIG00024450;3690000000050;BigCsv Label 1;Artist 50;Album X;Track 24450;Spotify;ID;3878;1.0260
2024-08;IDBIG00024451;3690000000051;BigCsv Label 2;Artist 51;Album X;Track 24451;Spotify;ID;3152;3.7223
2024-09;IDBIG00024452;3690000000052;BigCsv Label 3;Artist 52;Album X;Track 24452;Spotify;ID;2010;3.7632
2024-10;IDBIG00024453;3690000000053;BigCsv Label 4;Artist 53;Album X;Track 24453;Spotify;ID;1418;4.9308
2024-11;IDBIG00024454;3690000000054;BigCsv Label 5;Artist 54;Album X;Track 24454;Spotify;ID;1092;3.0147
2024-12;IDBIG00024455;3690000000055;BigCsv Label 6;Artist 55;Album X;Track 24455;Spotify;ID;4675;2.3150
2024-01;IDBIG00024456;3690000000056;BigCsv Label 7;Artist 56;Album X;Track 24456;Spotify;ID;3175;3.5884
2024-02;IDBIG00024457;3690000000057;BigCsv Label 8;Artist 57;Album X;Track 24457;Spotify;ID;4897;2.4210
2024-03;IDBIG00024458;3690000000058;BigCsv Label 9;Artist 58;Album X;Track 24458;Spotify;ID;719;4.8874
2024-04;IDBIG00024459;3690000000059;BigCsv Label 10;Artist 59;Album X;Track 24459;Spotify;ID;1166;3.7516
2024-05;IDBIG00024460;3690000000060;BigCsv Label 11;Artist 60;Album X;Track 24460;Spotify;ID;2125;1.1534
2024-06;IDBIG00024461;3690000000061;BigCsv Label 12;Artist 61;Album X;Track 24461;Spotify;ID;2503;1.2672
2024-07;IDBIG00024462;3690000000062;BigCsv Label 13;Artist 62;Album X;Track 24462;Spotify;ID;4488;4.1304
2024-08;IDBIG00024463;3690000000063;BigCsv Label 14;Artist 63;Album X;Track 24463;Spotify;ID;219;4.2198
2024-09;IDBIG00024464;3690000000064;BigCsv Label 15;Artist 64;Album X;Track 24464;Spotify;ID;2330;4.3074
2024-10;IDBIG00024465;3690000000065;BigCsv Label 16;Artist 65;Album X;Track 24465;Spotify;ID;1349;2.6182
2024-11;IDBIG00024466;3690000000066;BigCsv Label 17;Artist 66;Album X;Track 24466;Spotify;ID;2051;0.3213
2024-12;IDBIG00024467;3690000000067;BigCsv Label 18;Artist 67;Album X;Track 24467;Spotify;ID;3951;4.9515
2024-01;IDBIG00024468;3690000000068;BigCsv Label 19;Artist 68;Album X;Track 24468;Spotify;ID;3608;4.6271
2024-02;IDBIG00024469;3690000000069;BigCsv Label 20;Artist 69;Album X;Track 24469;Spotify;ID;4567;0.5294
2024-03;IDBIG00024470;3690000000070;BigCsv Label 21;Artist 70;Album X;Track 24470;Spotify;ID;1781;3.3313
2024-04;IDBIG00024471;3690000000071;BigCsv Label 22;Artist 71;Album X;Track 24471;Spotify;ID;3906;1.3558
2024-05;IDBIG00024472;3690000000072;BigCsv Label 23;Artist 72;Album X;Track 24472;Spotify;ID;4184;2.1150
2024-06;IDBIG00024473;3690000000073;BigCsv Label 24;Artist 73;Album X;Track 24473;Spotify;ID;3151;2.5090
2024-07;IDBIG00024474;3690000000074;BigCsv Label 25;Artist 74;Album X;Track 24474;Spotify;ID;3861;4.9735
2024-08;IDBIG00024475;3690000000075;BigCsv Label 26;Artist 75;Album X;Track 24475;Spotify;ID;180;3.8475
2024-09;IDBIG00024476;3690000000076;BigCsv Label 27;Artist 76;Album X;Track 24476;Spotify;ID;2702;3.2739
2024-10;IDBIG00024477;3690000000077;BigCsv Label 28;Artist 77;Album X;Track 24477;Spotify;ID;2345;2.6905
2024-11;IDBIG00024478;3690000000078;BigCsv Label 29;Artist 78;Album X;Track 24478;Spotify;ID;3232;3.3667
2024-12;IDBIG00024479;3690000000079;BigCsv Label 30;Artist 79;Album X;Track 24479;Spotify;ID;2730;0.1496
2024-01;IDBIG00024480;3690000000080;BigCsv Label 31;Artist 80;Album X;Track 24480;Spotify;ID;3519;3.2258
2024-02;IDBIG00024481;3690000000081;BigCsv Label 32;Artist 81;Album X;Track 24481;Spotify;ID;1810;3.6184
2024-03;IDBIG00024482;3690000000082;BigCsv Label 33;Artist 82;Album X;Track 24482;Spotify;ID;3007;3.3333
2024-04;IDBIG00024483;3690000000083;BigCsv Label 34;Artist 83;Album X;Track 24483;Spotify;ID;1620;1.1900
2024-05;IDBIG00024484;3690000000084;BigCsv Label 35;Artist 84;Album X;Track 24484;Spotify;ID;1656;1.9296
2024-06;IDBIG00024485;3690000000085;BigCsv Label 36;Artist 85;Album X;Track 24485;Spotify;ID;1694;1.9695
2024-07;IDBIG00024486;3690000000086;BigCsv Label 37;Artist 86;Album X;Track 24486;Spotify;ID;944;1.2958
2024-08;IDBIG00024487;3690000000087;BigCsv Label 38;Artist 87;Album X;Track 24487;Spotify;ID;179;4.8715
2024-09;IDBIG00024488;3690000000088;BigCsv Label 39;Artist 88;Album X;Track 24488;Spotify;ID;2429;1.9767
2024-10;IDBIG00024489;3690000000089;BigCsv Label 40;Artist 89;Album X;Track 24489;Spotify;ID;4427;1.7735
2024-11;IDBIG00024490;3690000000090;BigCsv Label 41;Artist 90;Album X;Track 24490;Spotify;ID;3762;2.5524
2024-12;IDBIG00024491;3690000000091;BigCsv Label 42;Artist 91;Album X;Track 24491;Spotify;ID;4646;4.6940
2024-01;IDBIG00024492;3690000000092;BigCsv Label 43;Artist 92;Album X;Track 24492;Spotify;ID;470;2.1371
2024-02;IDBIG00024493;3690000000093;BigCsv Label 44;Artist 93;Album X;Track 24493;Spotify;ID;339;2.8536
2024-03;IDBIG00024494;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 24494;Spotify;ID;1789;4.4116
2024-04;IDBIG00024495;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 24495;Spotify;ID;632;1.8545
2024-05;IDBIG00024496;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 24496;Spotify;ID;2379;1.4211
2024-06;IDBIG00024497;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 24497;Spotify;ID;3218;3.1124
2024-07;IDBIG00024498;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 24498;Spotify;ID;140;4.5181
2024-08;IDBIG00024499;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 24499;Spotify;ID;2684;3.6283
2024-09;IDBIG00024500;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 24500;Spotify;ID;3095;4.7891
2024-10;IDBIG00024501;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 24501;Spotify;ID;3594;2.5098
2024-11;IDBIG00024502;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 24502;Spotify;ID;1718;3.8730
2024-12;IDBIG00024503;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 24503;Spotify;ID;666;2.6172
2024-01;IDBIG00024504;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 24504;Spotify;ID;1145;4.3909
2024-02;IDBIG00024505;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 24505;Spotify;ID;4550;1.6157
2024-03;IDBIG00024506;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 24506;Spotify;ID;570;0.2586
2024-04;IDBIG00024507;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 24507;Spotify;ID;2072;0.6869
2024-05;IDBIG00024508;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 24508;Spotify;ID;1214;0.2564
2024-06;IDBIG00024509;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 24509;Spotify;ID;4801;2.7209
2024-07;IDBIG00024510;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 24510;Spotify;ID;3272;1.7664
2024-08;IDBIG00024511;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 24511;Spotify;ID;2511;2.3224
2024-09;IDBIG00024512;3690000000012;BigCsv Label 13;Artist 112;Album X;Track 24512;Spotify;ID;2691;1.5597
2024-10;IDBIG00024513;3690000000013;BigCsv Label 14;Artist 113;Album X;Track 24513;Spotify;ID;4153;1.8486
2024-11;IDBIG00024514;3690000000014;BigCsv Label 15;Artist 114;Album X;Track 24514;Spotify;ID;2385;4.8973
2024-12;IDBIG00024515;3690000000015;BigCsv Label 16;Artist 115;Album X;Track 24515;Spotify;ID;4171;3.9988
2024-01;IDBIG00024516;3690000000016;BigCsv Label 17;Artist 116;Album X;Track 24516;Spotify;ID;1569;2.6477
2024-02;IDBIG00024517;3690000000017;BigCsv Label 18;Artist 117;Album X;Track 24517;Spotify;ID;2147;4.3533
2024-03;IDBIG00024518;3690000000018;BigCsv Label 19;Artist 118;Album X;Track 24518;Spotify;ID;1077;2.8544
2024-04;IDBIG00024519;3690000000019;BigCsv Label 20;Artist 119;Album X;Track 24519;Spotify;ID;2259;1.5562
2024-05;IDBIG00024520;3690000000020;BigCsv Label 21;Artist 120;Album X;Track 24520;Spotify;ID;894;4.6244
2024-06;IDBIG00024521;3690000000021;BigCsv Label 22;Artist 121;Album X;Track 24521;Spotify;ID;2165;4.5642
2024-07;IDBIG00024522;3690000000022;BigCsv Label 23;Artist 122;Album X;Track 24522;Spotify;ID;4728;0.0210
